doi,title,sentence,char_len
10.1038/s41467-021-25610-7,Boron-doped sodium layered oxide for reversible oxygen redox reaction in Na-ion battery cathodes,"In order to verify the function of B substitution, the electrochemical performances of NLNFM and NLNFMB cathodes were examined in 2032 coin cells using a sodium metal negative electrode between 2.0 and 4.3 V.",208
10.1038/s41467-019-12429-6,Zinc-doped Prussian blue enhances photothermal clearance of Staphylococcus aureus and promotes tissue repair in infected wounds,"Here, we develop an exogenous antibacterial agent consisting of zinc-doped Prussian blue (ZnPB) that kills methicillin-resistant Staphylococcus aureus in vitro and in a rat model of cutaneous wound infection.",208
10.1038/am.2016.53,Understanding sodium-ion diffusion in layered P2 and P3 oxides via experiments and first-principles calculations: a bridge between crystal structure and electrochemical performance,"Many sodium ions can be inserted into acetylene black during the first cycle, and a few sodium ions can be extracted, indicative of an irreversible process and low coulombic efficiency during the first cycle.",208
10.1038/am.2016.53,Understanding sodium-ion diffusion in layered P2 and P3 oxides via experiments and first-principles calculations: a bridge between crystal structure and electrochemical performance,These insights create a deeper understanding of the crystal structure-electrochemical performance relationship and also provide new avenues for designing advanced electrode materials for sodium-ion batteries.,208
10.1039/c6ra01870j,A promising anode material for sodium-ion battery with high capacity and high diffusion ability: graphyne and graphdiyne,"To explore the maximum sodium storage capacity for GY and GDY under the condition of keeping structural stability, we have calculated several cases of Na atoms adsorption on single and double-layer GY and GDY.",209
10.1038/ncomms7401,Ti-substituted tunnel-type Na0.44MnO2 oxide as a negative electrode for aqueous sodium-ion batteries,Atomic-scale characterizations based on spherical aberration-corrected electron microscopy and ab initio calculations are utilized to accurately identify the Ti substitution sites and sodium storage mechanism.,209
10.1002/adfm.201910327,Article type: Full Paper Ultralow-strain Zn-substituted Layered Oxide Cathode with Suppressed P2-O2 Transition for Stable Sodium Ion Storage,"In the continuous charge process, anion redox could occur according to the similar phenomenon in other P2 analogues and a total amount of 0.56 Na + are expected to be extracted (corresponding to Na0.07ZnMnO2).",209
10.1007/s40820-020-00567-2,High-Energy and High-Power Pseudocapacitor–Battery Hybrid Sodium-Ion Capacitor with Na+ Intercalation Pseudocapacitance Anode,"For assembling the FeVO UNSs//NVOPF/rGO sodium-ion capacitor, the mass ratio was calculated by Usually, ~ 5% excessive capacity on anode side was considered; therefore, the calculated ratio of m + : m -≈ 2.50.",209
10.1002/adfm.201903795,Article type: Full Paper A Simple Electrode-Level Chemical Presodiation Route by Solution Spraying to Improve the Energy Density of Sodium-Ion Batteries,"Insufficient sodiation donation would not fully address the irreversible sodium loss, while oversodiation might lead to the formation of sodium metal dendrites during battery cycling and cause safety concerns.",209
10.1021/cm504339y,Ordered and disordered polymorphs of Na(Ni2/3Sbl/3)O2: local structural ordering in honeycomb cathodes for Na-ion batteries,"However, both of these inferred stoichiometries have substantially less sodium than the composition determined by Rietveld refinement of the X-ray diffraction data for this phase, which is Na0.7(Ni2/3Sb1/3)O2.",209
10.1038/s41467-018-03257-1,Monovalent manganese based anodes and co-solvent electrolyte for stable low-cost high-rate sodium-ion batteries,A full-cell sodiumion battery with low-cost Prussian blue analogs in both electrodes and co-solvent electrolyte retains 95% of its initial discharge capacity after 1000 cycles at 1C and 95% depth of discharge.,209
10.1038/s41467-019-12939-3,Structural water and disordered structure promote aqueous sodium-ion energy storage in sodium-birnessite,Herein we report a sodium rich disordered birnessite (Na 0.27 MnO 2 ) for aqueous sodium-ion electrochemical storage with a much-enhanced capacity and cycling life (83 mAh g -1 after 5000 cycles in full-cell).,209
10.1038/s41467-020-15938-x,Operando visualisation of battery chemistry in a sodium-ion battery by 23Na magnetic resonance imaging,"For the sodium metal cell, an open circuit voltage was recorded and an initial discharge/charge cycle at a specific current of 30 mA g -1 was performed outside the magnet before imaging (Supplementary Fig. 2).",209
10.1021/acsaem.0c01614,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,"Despite the many reported structures of hard carbon, the practical use of hard carbon anodes is largely limited by low initial Coulombic efficiency (ICE) and the sodium storage mechanism still remains elusive.",209
10.1021/jacs.7b05176,Designing Air-Stable 03-Type Cathode Materials by Com bined Structure Modulation for Na-Ion Batteries,Such a simple and effective structure modulation reveals a new avenue for developing high-performance O3-type cath odes and pushes the large-scale industrialization of Na-ion batteries a decisive step forward.,209
10.1002/adfm.201903795,Article type: Full Paper A Simple Electrode-Level Chemical Presodiation Route by Solution Spraying to Improve the Energy Density of Sodium-Ion Batteries,Hard carbon electrodes were galvanostatically charged and discharged in the potential range of 0.01-1.5 V at 0.1 C (1 C = 250 mA g -1 ) using sodium metal as the counter electrode in a half cell configuration.,209
10.1038/am.2016.53,Understanding sodium-ion diffusion in layered P2 and P3 oxides via experiments and first-principles calculations: a bridge between crystal structure and electrochemical performance,"Both the calculation results and the GITT measurement demonstrate that Na-ion diffusion in the P2 phase is faster than that of P3 phase, indirectly evidencing multiple-vacancy Na-ion diffusion in the P2 phase.",209
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Heteroatom doping (P 205 , B 230 , S 231 , N 232 , F 93 , etc.) can be used to intentionally alter the local structure of hard carbons, with the aim of enhancing the electrochemical storage capability in SIBs.",209
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"The atomic compositions of Na 0.62 Mn 0.67 Ni 0.23 Cu 0.05 Mg 0.09-2y Ti y O 2 and NaMNO 2 samples were confirmed by inductively coupled plasma-mass spectrometry (ICP-MS), as displayed in Supplementary Table 6.",210
10.1007/s40820-019-0311-z,Boosting Sodium Storage of Fe1−xS/MoS2 Composite via Heterointerface Engineering,Sodium ion batteries (SIBs) have aroused great interests as a promising substitute to conventional lithium ion batteries (LIBs) owing to the overwhelming superiority in low cost and abundant natural resources .,210
10.1039/c5ta05769h,BNL-108557-2015-JA O3-type Layered Transition Metal Oxide Na(NiCoFeTi)i/4O2 as a High Rate and Long Cycle Life Cathode Material for Sodium Ion Batteries,"In addition, Ti substitution can also smooth the charge-discharge plateaus effectively, which provides a potential advantage for the commercialization of this material for room temperature sodium-ion batteries.",210
10.1039/d0ee01363c,A revised mechanistic model for sodium insertion in hard carbons,"Combining experimental results with DFT calculations, we propose a revised mechanistic model in which sodium ions store first simultaneously and continuously at defects, within interlayers and on pore surfaces.",210
10.1038/ncomms12122,Array of nanosheets render ultrafast and high-capacity Na-ion storage by tunable pseudocapacitance,"So far, enhanced pseudocapacitive contributions have been realized in some insertion and conversion Li-ion battery (LIB) and SIB materials with high-rate performance (see summary in Supplementary Table 1) 12, .",210
10.1038/s41467-020-18423-7,Inhibition of oxygen dimerization by local symmetry tuning in Li-rich layered oxides for improved stability,"As shown clearly in Supplementary Fig. 17, the phase changed gradually from O3-to O1type structure during charge process, then almost returned back to O3-type structure of the pristine during discharge process.",210
10.1002/aenm.202000135,Insights into the Enhanced Cycle and Rate Performances of the F-Substituted P2-type Oxide Cathodes for Sodium-Ion batteries,"Remarkably, a more pronounced voltage plateau emerges at about 2.25 V corresponding to the Mn 3+ /Mn 4+ redox reactions for Na2/3Ni1/3Mn2/3O1.95F0.05, contributing to an extra specific capacity of 10 mAh g -1 .",210
10.1038/s41467-023-39637-5,Revealing the closed pore formation of waste wood-derived hard carbon for advanced sodium-ion battery,"The charge/ discharge curves of L-1500, M-1500 and H-1500 can be divided into slope region (above 0.1 V) and plateau region (below 0.1 V), demonstrating typical Na ion storage behavior of hard carbon (Fig. 6a).",210
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"This trend is well known to be related to the reduction in microporosity caused by the reorganization of the hard carbon microstructure, resulting in the closure of the porosity, particularly above 1000 °C 44 .",210
10.1038/s41467-022-30942-z,Niobium-doped layered cathode material for high-power and low-temperature sodium-ion batteries,"The cathode material can also deliver good battery performances at -40 °C in combination with a pre-sodiated hard carbon-based negative electrode (e.g., a specific capacity of about 58 mAh g -1 at 37 mA g -1 ).",210
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","This mechanism of decomposition of EC in SIBs is similar to that proposed for LIBs. 366 368 They identified PC alone, EC alone, and EC:DEC as the best solvents in term of compatibility with a hard carbon anode.",210
