doi,title,year,abstract,citations,source
10.1002/cnma.202300185,A Cation‐Driven Enhanced Functionalization Solid Electrolyte Interface for Hard Carbon Anodes in Sodium‐Ion Batteries,2023,<jats:title>Abstract</jats:title><jats:p>The formation of a stable SEI with a hierarchical structure of functionalization is the key to improving the anode performance of secondary batteries. The effects of piperidine cation containing isobutyl as an additive in the SEI structure of hard carbon (HC) and corresponding Na<jats:sup>+</jats:sup> transport functionality were comprehensively investigated. It is revealed that the large cationic groups of piperidine can promote the rapid migration of Na,7,crossref
10.1149/ma2016-03/2/1108,Understanding Electrode-Electrolyte Solution Interactions Between TiO<sub>2</sub> Nanotube Electrode and Nonaqueous Electrolytes for Sodium-Ion Batteries,2016,<jats:p> 	Sodium-ion battery technology presents a promising sustainable alternative to the current dominating lithium-ion battery technology due to its low cost associated with its high earth abundance. It has been shown that the interfacial chemistry between anodes and sodium-based or lithium-based electrolytes have markedly different effect even when using the same solvent. It is important to investigate sodium-based electrolytes and to elucidate the mechanisms of electrode and electrolyte in,0,crossref
10.1007/s10008-023-05466-1,The evolution of structure–property relationship of P2-type Na0.67Ni0.33Mn0.67O2 by vanadium substitution and organic electrolyte combinations for sodium-ion batteries,2023,,11,crossref
10.1002/chem.202401321,A Sodium Bis(fluorosulfonyl)imide (NaFSI)‐based Multifunctional Electrolyte Stabilizes the Performance of NaNi<sub>1/3</sub>Fe<sub>1/3</sub>Mn<sub>1/3</sub>O<sub>2</sub>/hard Carbon Sodium‐ion Batteries,2024,<jats:title>Abstract</jats:title><jats:p>A sodium bis(fluorosulfonyl)imide (NaFSI)‐based multifunctional electrolyte is developed by partially replacing NaPF<jats:sub>6</jats:sub> salt in the electrolyte to improve the wide temperature range working capability of NaNi<jats:sub>1/3</jats:sub>Fe<jats:sub>1/3</jats:sub>Mn<jats:sub>1/3</jats:sub>O<jats:sub>2</jats:sub>/hard carbon (NNFM111/HC) sodium‐ion batteries (SIBs). The capacity retention of the SIBs with NaFSI‐NaPF<jats:sub>6</jats:sub> dual ,12,crossref
10.1016/j.gee.2020.04.007,Engineering optimization approach of nonaqueous electrolyte for sodium ion battery with long cycle life and safety,2021,,57,crossref
10.1016/j.electacta.2018.02.109,Interfaces in solid-state sodium-ion batteries: NaCoO2 thin films on solid electrolyte substrates,2018,,36,crossref
10.1038/s42004-018-0084-1,Dandelion-shaped manganese sulfide in ether-based electrolyte for enhanced performance sodium-ion batteries,2018,"<jats:title>Abstract</jats:title><jats:p>Metal sulfide materials serve as environment-friendly, sustainable, and effective electrode materials for green-energy storage systems. However, their capacity-fading issues related to low electrical conductivity and drastic volume changes during electrochemical cycling have generally limited their application to sodium ion batteries. Here we show that with the combination of an ether-based NaPF<jats:sub>6</jats:sub>/diglyme electrolyte, the dandelion-sha",56,crossref
10.1051/e3sconf/202561902001,Electrochemical Spectroscopic Impedance Analysis of Solid Polymer Electrolyte-Application to Sodium Ion Batteries,2025,"<jats:p>Lithium ion Batteries (LIBs) is widely used and has higher electrochemical potential. Li is more expensive and has become scare due to more usage. Sodium-ion batteries (SIBs) are now being developed as a feasible alternative to lithium-ion batteries (LIBs). Sodium(Na)is three times heavier than Li and has a lower standard electrochemical potential, the built- in SIBs have a hard time outperforming than LIBs in terms of energy density, specific capacity, or rate capability. In this paper,",0,crossref
10.1016/j.ensm.2024.103805,Hierarchical doping electrolyte solvation engineering to achieve high-performance sodium-ion batteries in wide temperature,2024,,20,crossref
10.1016/j.cej.2024.158828,A flame-retardant and weakly solvated gel electrolyte for high-performance and high-safety Ah class sodium-ion batteries,2025,,9,crossref
10.1016/j.ssi.2023.116406,A flexible and free-standing composite solid electrolyte with a pomegranate-like structure for solid-state sodium-ion batteries,2023,,4,crossref
10.1039/d0ta07188a,Recent progress in electrode and electrolyte materials for flexible sodium-ion batteries,2020,<p>Illustration of a flexible Na-ion battery system with associated components.</p>,78,crossref
10.1038/s41467-018-03257-1,Monovalent manganese based anodes and co-solvent electrolyte for stable low-cost high-rate sodium-ion batteries,2018,<jats:title>Abstract</jats:title><jats:p>The demand of sustainable power supply requires high-performance cost-effective energy storage technologies. Here we report a high-rate long-life low-cost sodium-ion battery full-cell system by innovating both the anode and the electrolyte. The redox couple of manganese(I/II) in Prussian blue analogs enables a high-rate and stable anode. Soft X-ray absorption spectroscopy and resonant inelastic X-ray scattering provide direct evidence suggesting the exist,112,crossref
10.1016/j.cej.2025.168558,All-climate carbonate electrolyte with 2-sulfobenzoic anhydride additive leads the way to high-performance commercial pouch sodium-ion batteries,2025,,0,crossref
10.1039/d5ta00212e,Synergistic electrolyte design for dual-interface stability in sodium-ion batteries,2025,"<jats:p>Study boosts Na-ion battery sustainability &amp; fast-charging with 2-FP/FEC, solving EEI stability.</jats:p>",4,crossref
10.1016/j.jpowsour.2018.03.073,"A first principle study of the phase stability, ion transport and substitution strategy for highly ionic conductive sodium antipervoskite as solid electrolyte for sodium ion batteries",2018,,44,crossref
10.1021/acs.jpcb.7b10589,Theoretical Analysis of Carrier Ion Diffusion in Superconcentrated Electrolyte Solutions for Sodium-Ion Batteries,2018,,81,crossref
10.1016/j.jpowsour.2018.10.089,Sc-substituted Nasicon solid electrolyte for an all-solid-state NaxCoO2/Nasicon/Na sodium model battery with stable electrochemical performance,2019,,67,crossref
10.1007/s10008-024-06153-5,Physicochemical analysis of activated charcoal/solid biopolymer electrolyte (gellan gum) with NaI/Na0.60CoO2 towards solid-state Na-ion battery application,2024,,2,crossref
10.1016/j.chempr.2018.01.007,Stabilizing a High-Energy-Density Rechargeable Sodium Battery with a Solid Electrolyte,2018,,234,crossref
10.1002/admi.201670093,Battery Technology: New Paradigms on the Nature of Solid Electrolyte Interphase Formation and Capacity Fading of Hard Carbon Anodes in Na‐Ion Batteries (Adv. Mater. Interfaces 19/2016),2016,,0,crossref
10.1149/1945-7111/ad4e70,Na<sub>3</sub>Zr<sub>2</sub>Si<sub>2</sub>PO<sub>12</sub> Solid Electrolyte Separator for Aqueous Sodium-Ion Batteries: Synthesis via the One-Step Sintering of Glass-Ceramics,2024,"<jats:p>A dense Na₃Zr₂Si₂PO₁₂ (NZSP) solid electrolyte suitable for aqueous sodium-ion secondary batteries was synthesized using a glass-ceramic composite. The sintering process at temperatures ranging from 1050 to 1150 °C achieved a higher density at lower temperatures than sintering NZSP alone. This temperature range also allowed for greater density consistency. The ionic conductivity of the solid electrolyte was measured to be in the order of 1 mS/cm. Upon testing for water leakage, the elect",4,crossref
10.1021/acsaem.5c02732,Designing Sulfur-Substituted NASICON Electrolyte for Sodium-Ion Batteries: A Computational Approach,2025,,0,crossref
10.1016/j.cclet.2025.112044,Leveraging fluorinated co-solvent in phosphate-based electrolyte for high-voltage and high-safety sodium-ion batteries,2025,,1,crossref
10.1039/c7ta02515g,Boosting the rate capability of hard carbon with an ether-based electrolyte for sodium ion batteries,2017,<p>An ether-based electrolyte was used to reduce polarization and improve the plateau capacity at high rates of loofah sponge-derived hard carbon as the anode material for sodium ion batteries for the first time. The optimization of electrolytes could promote the practical application of hard carbon to sodium ion batteries.</p>,169,crossref
10.1016/j.est.2025.118743,Synergistic modulation of defective engineering and solid electrolyte interphase film on hard carbon via F doping for high performance sodium-ion batteries,2025,,2,crossref
10.1149/1945-7111/ad47da,Can Layered Oxide/Hard Carbon Sodium-Ion Pouch Cells with Simple Electrolyte Additives Achieve Better Cycle Life than LFP/Graphite Cells?,2024,"<jats:p>This study explores the impact of simple electrolyte additives on the performance of layered oxide/hard carbon sodium-ion pouch cells. The cycle life of these cells between 2.0 and 3.8 V is assessed at various temperatures (20, 40, and 55 °C) with different solvent systems based on ethylene carbonate, diethyl carbonate, and dimethyl carbonate. A particular challenge in these cells is gas generation at high temperature. Pouch bag experiments which separate the charged electrodes to measur",20,crossref
10.1016/j.ceramint.2023.09.070,Double-substituted Na3SbS4 Glass–Ceramic electrolyte with excellent performance for sodium-ion batteries,2023,,7,crossref
10.1039/d1cp90077c,"Correction: Local structure of a highly concentrated NaClO
                    <sub>4</sub>
                    aqueous solution-type electrolyte for sodium ion batteries",2021,"<p>
                    Correction for ‘Local structure of a highly concentrated NaClO
                    <sub>4</sub>
                    aqueous solution-type electrolyte for sodium ion batteries’ by Ryo Sakamoto
                    <italic>et al.</italic>
                    ,
                    <italic>Phys. Chem. Chem. Phys.</italic>
                    , 2020,
                    <bold>22</bold>
                    , 26452–26458, DOI: 10.1039/D0CP04376A.
                  </p>",2,crossref
10.1016/j.jelechem.2019.02.057,Improved electrochemical performance of graphene-integrated NaTi2(PO4)3/C anode in high-concentration electrolyte for aqueous sodium-ion batteries,2019,,25,crossref
10.1039/c7ee00524e,Electrolyte design strategies and research progress for room-temperature sodium-ion batteries,2017,"<p>Electrolyte design or functional development is very effective at promoting the performance of sodium-ion batteries, which are attractive for electrochemical energy storage devices due to abundant sodium resources and low cost. The roadmap of the sodium ion batteries based on electrolyte materials was drawn firstly and shows that the electrolyte type decides the electrochemical window and energy density.</p>",620,crossref
10.1016/j.ensm.2019.10.006,Solid electrolyte interphase manipulation towards highly stable hard carbon anodes for sodium ion batteries,2020,,150,crossref
10.1016/j.jallcom.2024.174692,Na2MgP2S6: A new solid electrolyte for sodium ion batteries,2024,,1,crossref
10.1021/acsnano.3c07474,Electrolyte Salts for Sodium-Ion Batteries: NaPF<sub>6</sub> or NaClO<sub>4</sub>?,2023,,131,crossref
10.1021/acsaem.0c02055,"Siloxane-Modified, Silica-Based Ionogel as a Pseudosolid Electrolyte for Sodium-Ion Batteries",2020,,16,crossref
10.1039/d4cc06261b,FEMC-deuterogenic artificial solid electrolyte interphase boosts high-performance sodium-ion batteries,2025,"<jats:p>This work constructs an artificial interphase by a simple chemical reaction that can induce uniform deposition of sodium, thus achieving high-performance sodium metal batteries.</jats:p>",4,crossref
10.1016/j.jmat.2021.03.010,Design of solid-state sodium-ion batteries with high mass-loading cathode by porous-dense bilayer electrolyte,2021,,13,crossref
10.1016/j.cej.2020.126065,Flame-retardant gel polymer electrolyte and interface for quasi-solid-state sodium ion batteries,2020,,113,crossref
10.1016/j.ensm.2024.103308,Nanofiber matrix composite electrolyte for regulating ion distribution in fast kinetic sodium-ion batteries operating at wide temperatures,2024,,4,crossref
10.1149/2.0231708jes,Enhanced Cycle Performance of Quinone-Based Anodes for Sodium Ion Batteries by Attachment to Ordered Mesoporous Carbon and Use of Ionic Liquid Electrolyte,2017,,34,crossref
10.1021/acssuschemeng.7b04561,Ultralong Life Organic Sodium Ion Batteries Using a Polyimide/Multiwalled Carbon Nanotubes Nanocomposite and Gel Polymer Electrolyte,2018,,60,crossref
